"municipality","community","total","muslims","serbs","croats","yugoslavs","others","muslims_percent","serbs_percent","croats_percent","yugoslavs_percent","others_percent","population_percent_of_municipality","fractionalization","polarization"
"Bijeljina","Dazdarevo",435,0,429,0,1,5,0,0.986206896551724,0,0.00229885057471264,0.0114942528735632,0.00448509093908525,0.0272585546307307,0.0542043999799547
"Bijeljina","Dašnica",1472,1083,263,6,85,35,0.735733695652174,0.17866847826087,0.00407608695652174,0.0577445652173913,0.0237771739130435,0.0151771353157092,0.422857100661626,0.691910671680281
"Bijeljina","Dašnica 1",1023,224,587,15,147,50,0.218963831867058,0.573802541544477,0.0146627565982405,0.143695014662757,0.0488758553274682,0.0105476966222625,0.599553380747213,0.791749138358894
"Bijeljina","Donja Bukovica",1153,0,1111,2,37,3,0,0.96357328707719,0.00173460537727667,0.0320901994796184,0.002601908065915,0.0118880686270466,0.0704869607472193,0.139310911488982
"Bijeljina","Donja Čađavica",1021,0,1001,1,14,5,0,0.980411361410382,0.000979431929480901,0.0137120470127326,0.00489715964740451,0.0105270755144966,0.0385806007246454,0.0761559627290109
"Bijeljina","Donje Crnjelovo",2963,0,2818,2,13,130,0,0.951063111711104,0.000674991562605467,0.00438744515693554,0.0438744515693554,0.0305501711551945,0.0935342847532664,0.184498305364112
"Bijeljina","Donji Dragaljevac",463,0,453,2,2,6,0,0.978401727861771,0.00431965442764579,0.00431965442764579,0.0129589632829374,0.00477378644780798,0.0425248053589838,0.0835131711637451
"Bijeljina","Donji Magnojević",613,0,612,0,0,1,0,0.99836867862969,0,0,0.00163132137030995,0.00632036953025117,0.00325732032179338,0.00651464064358698
"Bijeljina","Dvadesetpeti Maj",2353,1536,361,5,332,119,0.65278368040799,0.153421164470888,0.00212494687632809,0.141096472588185,0.0505737356566086,0.0242607332865922,0.527864980171076,0.749667985573318
"Bijeljina","Dvorovi",2104,7,1954,15,77,51,0.00332699619771863,0.928707224334601,0.00712927756653992,0.0365969581749049,0.0242395437262357,0.0216934053697365,0.135514103138689,0.253659777071335
"Bijeljina","Džemal Bijedić",3287,2457,154,6,130,540,0.747490112564649,0.0468512321265592,0.00182537268025555,0.039549741405537,0.164283541223,0.0338907906132717,0.410506897718876,0.668963231696105
"Bijeljina","Fiskulturni Dom",3062,1717,804,44,331,166,0.560744611365121,0.262573481384716,0.0143696930111039,0.108099281515349,0.05421293272371,0.031570915989607,0.601789662882616,0.809457197965547
"Bijeljina","Garulja",2090,954,659,46,325,106,0.456459330143541,0.315311004784689,0.0220095693779904,0.155502392344498,0.0507177033492823,0.0215490576153751,0.664986149584488,0.818633369440405
"Bijeljina","Glavičice",2314,1,2190,4,22,97,0.000432152117545376,0.946413137424373,0.0017286084701815,0.00950734658599827,0.0419187554019015,0.0238586216851569,0.102451426774308,0.199095437552152
"Bijeljina","Glogovac",436,0,415,0,0,21,0,0.951834862385321,0,0,0.0481651376146789,0.0044954014929682,0.0916905142664759,0.183381028532952
"Bijeljina","Golo Brdo",198,1,195,1,1,0,0.00505050505050505,0.984848484848485,0.00505050505050505,0.00505050505050505,0,0.00204148966882501,0.0299969390878482,0.0590879718519755
"Bijeljina","Gornja Bukovica",574,1,564,0,0,9,0.00174216027874564,0.982578397212544,0,0,0.0156794425087108,0.00591825792881594,0.0342908132914082,0.0682595440429681
"Bijeljina","Gornja Čađavica",973,2,964,0,3,4,0.00205549845837616,0.990750256937307,0,0.00308324768756423,0.00411099691675231,0.0100321689281148,0.0183832965927947,0.0364397730797908
"Bijeljina","Gornje Crnjelovo",1840,1,1787,1,35,16,0.000543478260869565,0.971195652173913,0.000543478260869565,0.0190217391304348,0.00869565217391304,0.0189714191446364,0.0563409735349718,0.110397427467741
"Bijeljina","Gornji Dragaljevac",603,0,577,0,19,7,0,0.956882255389718,0,0.0315091210613599,0.0116086235489221,0.00621726399142162,0.0832487644695263,0.162297456664709
"Bijeljina","Gornji Kojčinovac",299,0,298,0,0,1,0,0.996655518394649,0,0,0.00334448160535117,0.00308285561100342,0.00666659209628517,0.0133331841925706
"Bijeljina","Gornji Magnojević",665,0,660,1,2,2,0,0.992481203007519,0.00150375939849624,0.00300751879699248,0.00300751879699248,0.0068565183321648,0.0149607100457914,0.0297058050179441
"Bijeljina","Gradac",503,0,494,0,4,5,0,0.982107355864811,0,0.00795228628230616,0.0099403578528827,0.00518620860312616,0.0353030919848701,0.0696745737684922
"Bijeljina","Gvozdevići",2478,1972,275,36,110,85,0.795803066989508,0.110976594027441,0.0145278450363196,0.0443906376109766,0.0343018563357546,0.0255495525219615,0.351023469811174,0.573979103473057
"Bijeljina","Hase",341,0,333,3,4,1,0,0.976539589442815,0.00879765395894428,0.0117302052785924,0.00293255131964809,0.00351589887408752,0.0461468339625561,0.0903752692719962
"Bijeljina","Janja 1",2739,2578,23,5,116,17,0.941219423147134,0.00839722526469514,0.0018254837531946,0.0423512230741146,0.00620664476086163,0.0282406070854126,0.112200003172436,0.215610221048326
"Bijeljina","Janja 2",2289,2253,8,1,8,19,0.984272608125819,0.00349497597204019,0.000436871996505024,0.00349497597204019,0.00830056793359546,0.0236008578380831,0.0311139128939457,0.0613177719116293
"Bijeljina","Janja 3",2656,2471,55,7,47,76,0.930346385542169,0.0207078313253012,0.0026355421686747,0.0176957831325301,0.0286144578313253,0.0273848311131274,0.132887914610248,0.247272461946877
"Bijeljina","Janja 4",2774,2569,135,4,11,55,0.926099495313627,0.0486661860129776,0.00144196106705119,0.00396539293439077,0.0198269646719539,0.028601476471316,0.13956041499785,0.264150866355214
"Bijeljina","Kovačići",628,1,619,3,1,4,0.00159235668789809,0.985668789808917,0.00477707006369427,0.00159235668789809,0.00636942675159236,0.00647502783849548,0.0283885756014445,0.0559658884625494
"Bijeljina","Kriva Bara",255,0,252,0,2,1,0,0.988235294117647,0,0.00784313725490196,0.00392156862745098,0.00262919124015342,0.0233141099577084,0.0462634733247391
"Bijeljina","Ledinci",3342,797,1891,46,426,182,0.238479952124476,0.565828845002992,0.0137642130460802,0.127468581687612,0.054458408138839,0.0344578710768342,0.603561619502042,0.797932298206523
"Bijeljina","Ljeljenča",967,1,921,2,25,18,0.00103412616339193,0.952430196483971,0.00206825232678387,0.0258531540847983,0.0186142709410548,0.00997030560481709,0.0918564970820958,0.17659264156467
"Bijeljina","Ljeskovac",483,1,474,0,4,4,0.0020703933747412,0.981366459627329,0,0.0082815734989648,0.0082815734989648,0.00497999752546707,0.036778416470558,0.0723436121895993
"Bijeljina","Međaši",896,1,864,3,19,9,0.00111607142857143,0.964285714285714,0.00334821428571429,0.0212053571428571,0.0100446428571429,0.00923825627912732,0.0695900430484693,0.135044998747267
"Bijeljina","Mladost",2203,1207,755,6,109,126,0.547889241942805,0.342714480254199,0.00272355878347708,0.0494779845665002,0.0571947344530186,0.022714150204149,0.576637437209071,0.873338291898032
"Bijeljina","Modran",1411,0,1377,2,11,21,0,0.975903614457831,0.00141743444365698,0.0077958894401134,0.0148830616583983,0.0145481915288489,0.0473278447512483,0.0929184895214532
"Bijeljina","Novi",330,0,321,0,8,1,0,0.972727272727273,0,0.0242424242424242,0.00303030303030303,0.00340248278137502,0.0532047750229567,0.105552049419818
"Bijeljina","Novo Naselje",1290,923,56,0,27,284,0.715503875968992,0.0434108527131783,0,0.0209302325581395,0.22015503875969,0.0133006145090114,0.437263385613845,0.742703633362821
"Bijeljina","Obrijež",218,0,210,0,6,2,0,0.963302752293578,0,0.0275229357798165,0.0091743119266055,0.0022477007464841,0.0712061274303509,0.139493401306071
"Bijeljina","Ostojičevo",595,1,579,2,10,3,0.00168067226890756,0.973109243697479,0.00336134453781513,0.0168067226890756,0.00504201680672269,0.00613477956035798,0.0527363886731164,0.103124274920052
"Bijeljina","Patkovača",920,116,757,8,35,4,0.126086956521739,0.822826086956522,0.00869565217391304,0.0380434782608696,0.00434782608695652,0.00948570957231822,0.305517485822306,0.54133496342566
"Bijeljina","Petnaesta Majevička Brigada",5054,1900,1841,19,350,944,0.37593984962406,0.364265927977839,0.0037593984962406,0.0692520775623269,0.186782746339533,0.0521095393244525,0.686281785525192,0.821613630664285
"Bijeljina","Piperci",386,0,376,0,3,7,0,0.974093264248705,0,0.0077720207253886,0.0181347150259067,0.00397987379882047,0.0507530403500766,0.0998585767229275
"Bijeljina","Popovi",1134,1,1086,2,34,11,0.000881834215167548,0.957671957671958,0.0017636684303351,0.0299823633156966,0.00970017636684303,0.0116921681032705,0.0818674977993026,0.15915842389532
"Bijeljina","Pučile",769,19,728,4,15,3,0.0247074122236671,0.94668400520156,0.00520156046814044,0.0195058517555267,0.00390117035110533,0.00792881593599208,0.102756184462621,0.195171461488314
"Bijeljina","Ruhotina-Johovac",784,0,727,0,18,39,0,0.927295918367347,0,0.0229591836734694,0.0497448979591837,0.0080834742442364,0.137120600791337,0.261532400535704
"Bijeljina","Selimovići",4404,3227,727,24,308,118,0.732742960944596,0.165077202543143,0.00544959128065395,0.069936421435059,0.0267938237965486,0.045407679300532,0.430198560304768,0.686091492463817
"Bijeljina","Srednja Čađavica",693,0,674,1,7,11,0,0.972582972582973,0.00144300144300144,0.0101010101010101,0.0158730158730159,0.00714521384088753,0.0537262961505386,0.105141129034984
"Bijeljina","Srednji Dragaljevac",1041,0,1020,2,8,11,0,0.979827089337176,0.00192122958693564,0.00768491834774256,0.010566762728146,0.0107332865921557,0.0397644694333481,0.0781599683139951
"Bijeljina","Srednji Magnojević",332,0,321,2,7,2,0,0.966867469879518,0.00602409638554217,0.0210843373493976,0.00602409638554217,0.00342310388914092,0.0646501669327912,0.125922764945688
"Bijeljina","Stara Čaršija",3181,993,1502,67,498,121,0.312165985539139,0.472178560201195,0.0210625589437284,0.156554542596668,0.0380383527192707,0.0327978719016786,0.6531999322842,0.828821512620202
"Bijeljina","Suho Polje",1503,0,1443,2,40,18,0,0.960079840319361,0.00133067198935462,0.0266134397870925,0.0119760479041916,0.0154967624860808,0.0773932286237017,0.150517763336015
"Bijeljina","Trnjaci",639,1,618,1,13,6,0.00156494522691706,0.967136150234742,0.00156494522691706,0.0203442879499218,0.00938967136150235,0.00658844393120798,0.0641407128215302,0.124947907308451
"Bijeljina","Velika Obarska",3549,0,3477,4,31,37,0,0.97971259509721,0.00112707805015497,0.00873485488870104,0.0104254719639335,0.0365921557306058,0.0399769725473607,0.0786282184130859
"Bijeljina","Velino selo",451,0,426,5,19,1,0,0.944567627494457,0.0110864745011086,0.0421286031042129,0.00221729490022173,0.00465005980121252,0.105889351576443,0.205134830761656
"Bijeljina","Vršani",919,1,898,2,18,0,0.00108813928182807,0.97714907508161,0.00217627856365615,0.0195865070729053,0,0.00947539901843527,0.0447901335723531,0.0888022129193456
"Bijeljina","Zagoni",1138,0,1115,4,7,12,0,0.979789103690685,0.00351493848857645,0.00615114235500879,0.0105448154657293,0.0117334103188023,0.039851927810947,0.078248508825119
"Bijeljina","Čardačine",797,1,788,1,5,2,0.00125470514429109,0.98870765370138,0.00125470514429109,0.00627352572145546,0.00250941028858218,0.00821751144471481,0.0224083726773393,0.0443491530809905
"Bijeljina","Čengić",1284,0,1276,0,1,7,0,0.993769470404984,0,0.000778816199376947,0.00545171339563863,0.0132387511857137,0.0123919119573762,0.0247331907714441
"Bijeljina","Četvrti Juli",3062,1200,908,52,347,555,0.391900718484651,0.296538210320052,0.0169823644676682,0.113324624428478,0.181254082299151,0.031570915989607,0.71249500311652,0.775293561894702
"Bileća","Bileća",10134,1515,7932,39,213,435,0.149496743635287,0.782711663706335,0.00384843102427472,0.0210183540556542,0.0429248075784488,0.762872628726287,0.362714054406302,0.61735125512648
"Bileća","Divin",901,161,733,0,6,1,0.178690344062153,0.81354051054384,0,0.00665926748057714,0.00110987791342952,0.0678259560373382,0.306176020970657,0.59871106036316
"Bileća","Krstače",644,1,642,0,0,1,0.0015527950310559,0.996894409937888,0,0,0.0015527950310559,0.0484793736826257,0.00619671308977254,0.0123645819680004
"Bileća","Meka Gruda",713,0,707,0,3,3,0,0.991584852734923,0,0.00420757363253857,0.00420757363253857,0.0536735922914785,0.0167240724749149,0.0332374885878265
"Bileća","Plana",892,270,614,0,0,8,0.302690582959641,0.688340807174888,0,0,0.00896860986547085,0.0671484492622704,0.434484908202457,0.84654603737008
"Bosanska Dubica","Aginci",1356,1,1184,86,62,23,0.000737463126843658,0.873156342182891,0.0634218289085546,0.0457227138643068,0.0169616519174041,0.0429032462190723,0.231196865672941,0.411005698181429
"Bosanska Dubica","Bjelajci",1373,1,1237,10,80,45,0.000728332119446468,0.90094683175528,0.00728332119446468,0.0582665695557174,0.032774945375091,0.0434411187749162,0.183772038942693,0.338765321693872
"Bosanska Dubica","Centar",13680,6084,5540,288,1329,439,0.444736842105263,0.404970760233918,0.0210526315789474,0.0971491228070175,0.0320906432748538,0.432829209643739,0.627296849885435,0.869453054043619
"Bosanska Dubica","Demirovac",576,0,546,4,19,7,0,0.947916666666667,0.00694444444444444,0.0329861111111111,0.0121527777777778,0.0182243877744732,0.100169994212963,0.192180994606803
"Bosanska Dubica","Donja Gradina",289,0,273,6,4,6,0,0.944636678200692,0.0207612456747405,0.013840830449827,0.0207612456747405,0.00914383344934506,0.106607918966487,0.201743597294325
"Bosanska Dubica","Draksenić",1371,188,1063,48,50,22,0.137126185266229,0.775346462436178,0.0350109409190372,0.0364697301239971,0.0160466812545587,0.0433778396506992,0.377220969323397,0.615984305872217
"Bosanska Dubica","Klekovci",486,112,363,1,8,2,0.230452674897119,0.746913580246914,0.00205761316872428,0.0164609053497942,0.00411522633744856,0.0153768271847118,0.388719538010805,0.729395486360041
"Bosanska Dubica","Knežica",3348,0,3250,9,54,35,0,0.970728793309439,0.00268817204301075,0.0161290322580645,0.0104540023894863,0.105929253939125,0.0573089517235275,0.111815918387814
"Bosanska Dubica","Komlenac",814,6,752,0,38,18,0.00737100737100737,0.923832923832924,0,0.0466830466830467,0.0221130221130221,0.0257546035562868,0.143810104498065,0.270463123507815
"Bosanska Dubica","Međeđa",808,0,765,15,22,6,0,0.946782178217822,0.0185643564356436,0.0272277227722772,0.00742574257425743,0.025564766183636,0.102462381139104,0.195273608149463
"Bosanska Dubica","Međuvođe",2096,1,2024,6,28,37,0.000477099236641221,0.965648854961832,0.00286259541984733,0.0133587786259542,0.0176526717557252,0.066316522179333,0.0670237930481906,0.130089058234576
"Bosanska Dubica","Moštanica",323,0,306,1,9,7,0,0.947368421052632,0.00309597523219814,0.0278637770897833,0.021671826625387,0.0102195785610327,0.101237431586616,0.193844033581905
"Bosanska Dubica","Mrazovci",575,3,551,0,20,1,0.00521739130434783,0.958260869565217,0,0.0347826086956522,0.00173913043478261,0.0181927482123647,0.0804960302457467,0.158101534971645
"Bosanska Dubica","Pounje",778,0,756,2,7,13,0,0.97172236503856,0.0025706940874036,0.0089974293059126,0.0167095115681234,0.0246155793203822,0.0553888753048156,0.108249425466749
"Bosanska Dubica","Pucari",1434,0,1137,4,40,253,0,0.792887029288703,0.00278940027894003,0.0278940027894003,0.176429567642957,0.0453711320635322,0.339416910301524,0.626421636727001
"Bosanska Dubica","Slabinja",660,0,639,0,15,6,0,0.968181818181818,0,0.0227272727272727,0.00909090909090909,0.0208821109915839,0.0620247933884299,0.121649135987979
"Bosanska Dubica","Sreflije",1197,44,1081,6,55,11,0.0367585630743525,0.903091060985798,0.0050125313283208,0.0459482038429407,0.00918964076858814,0.0378725558438271,0.180854531204089,0.329843144176167
"Bosanska Dubica","Vojskova",442,0,261,2,11,168,0,0.590497737556561,0.00452488687782805,0.0248868778280543,0.380090497737557,0.0139846864519395,0.506203804180914,0.931881001617493
"Bosanska Gradiška","Berek",482,0,456,3,13,10,0,0.946058091286307,0.00622406639004149,0.0269709543568465,0.020746887966805,0.00803681595357988,0.103777483170056,0.197788879902377
"Bosanska Gradiška","Bistrica",795,2,764,8,12,9,0.00251572327044025,0.961006289308176,0.010062893081761,0.0150943396226415,0.0113207547169811,0.0132557441558008,0.0760033226533761,0.145878585827376
"Bosanska Gradiška","Bok Jankovac",754,65,480,147,46,16,0.0862068965517241,0.636604774535809,0.194960212201592,0.0610079575596817,0.0212201591511936,0.012572114582986,0.545120981643437,0.754389430620179
"Bosanska Gradiška","Brestovčina",2700,567,1511,272,275,75,0.21,0.55962962962963,0.100740740740741,0.101851851851852,0.0277777777777778,0.0450195084536633,0.621420576131687,0.767800905959457
"Bosanska Gradiška","Brezici Laminci",1415,392,867,3,116,37,0.277031802120141,0.612720848056537,0.00212014134275618,0.0819787985865724,0.0261484098939929,0.0235935572081235,0.540417785213949,0.830881126019388
"Bosanska Gradiška","Centar",3117,1782,853,101,298,83,0.571703561116458,0.273660571061918,0.0324029515559833,0.0956047481552775,0.0266281681103625,0.0519725214259512,0.587365651576538,0.817418778359543
"Bosanska Gradiška","Cerovljani",1082,32,740,95,71,144,0.0295748613678373,0.683918669131238,0.0878003696857671,0.0656192236598891,0.133086876155268,0.0180411511655051,0.501653677553377,0.700417785298171
"Bosanska Gradiška","Cimiroti",331,0,325,0,3,3,0,0.981873111782477,0,0.00906344410876133,0.00906344410876133,0.00551905825857872,0.0357609003203695,0.0705539170318586
"Bosanska Gradiška","Dolina",868,0,75,769,12,12,0,0.086405529953917,0.88594470046083,0.0138248847926267,0.0138248847926267,0.0144729382732517,0.207253817239695,0.386878269436452
